(c) Die Bundeswahlleiterin, Wiesbaden 2025;;;;;;;;;;;;;;;;
Datenlizenz Deutschland – Namensnennung – Version 2.0 (https://www.govdata.de/dl-de/by-2-0);;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
Ergebnisse nach Wahlkreisen;;;;;;;;;;;;;;;;
Status:;Vorläufig;;;;;;;;;;;;;;;
Stand:;24.02.2025;04:08;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
Format: CSV. Trennzeichen: Semikolon. Zeichensatz: UTF-8 mit BOM;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
Wahlart;Wahltag;Gebietsart;Gebietsnummer;Gebietsname;UegGebietsart;UegGebietsnummer;Gruppenart;Gruppenname;Gruppenreihenfolge;Stimme;Anzahl;Prozent;VorpAnzahl;VorpProzent;DiffProzent;DiffProzentPkt;Bemerkung;Gewählt
BT;23.02.2025;Wahlkreis;030;Stade I – Rotenburg II;LAND;03;Partei;Die Linke;6;2;11789;7,087206;4301;2,850496;174,099047;4,236709;;CDU
BT;23.02.2025;Wahlkreis;030;Stade I – Rotenburg II;LAND;03;Partei;Tierschutzpartei;7;1;;;;;;;;CDU
BT;23.02.2025;Wahlkreis;030;Stade I – Rotenburg II;LAND;03;Partei;Tierschutzpartei;7;2;1765;1,061067;1881;1,246637;-6,166932;-0,18557;;CDU
BT;23.02.2025;Wahlkreis;030;Stade I – Rotenburg II;LAND;03;Partei;dieBasis;8;1;;;2029;1,346982;;-1,346982;;CDU
BT;23.02.2025;Wahlkreis;030;Stade I – Rotenburg II;LAND;03;Partei;dieBasis;8;2;449;0,269926;1485;0,984187;-69,76431;-0,714261;;CDU
BT;23.02.2025;Wahlkreis;030;Stade I – Rotenburg II;LAND;03;Partei;Die PARTEI;9;1;;;;;;;;CDU
BT;23.02.2025;Wahlkreis;030;Stade I – Rotenburg II;LAND;03;Partei;Die PARTEI;9;2;816;0,490556;1388;0,9199;-41,210375;-0,429344;;CDU
BT;23.02.2025;Wahlkreis;030;Stade I – Rotenburg II;LAND;03;Partei;FREIE WÄHLER;10;1;;;;;;;;CDU
BT;23.02.2025;Wahlkreis;030;Stade I – Rotenburg II;LAND;03;Partei;FREIE WÄHLER;10;2;1111;0,667901;1620;1,073658;-31,419753;-0,405757;;CDU
BT;23.02.2025;Wahlkreis;030;Stade I – Rotenburg II;LAND;03;Partei;PIRATEN;11;1;;;1755;1,165083;;-1,165083;;CDU
BT;23.02.2025;Wahlkreis;030;Stade I – Rotenburg II;LAND;03;Partei;PIRATEN;11;2;287;0,172536;691;0,457962;-58,465991;-0,285426;;CDU
BT;23.02.2025;Wahlkreis;030;Stade I – Rotenburg II;LAND;03;Partei;Volt;12;1;2100;1,265808;;;;;;CDU
BT;23.02.2025;Wahlkreis;030;Stade I – Rotenburg II;LAND;03;Partei;Volt;12;2;1238;0,74425;378;0,25052;227,513228;0,49373;;CDU
BT;23.02.2025;Wahlkreis;030;Stade I – Rotenburg II;LAND;03;Partei;PdH;13;1;;;;;;;;CDU
BT;23.02.2025;Wahlkreis;030;Stade I – Rotenburg II;LAND;03;Partei;PdH;13;2;113;0,067932;119;0,078867;-5,042017;-0,010935;;CDU
BT;23.02.2025;Wahlkreis;030;Stade I – Rotenburg II;LAND;03;Partei;MLPD;14;1;;;;;;;;CDU
BT;23.02.2025;Wahlkreis;030;Stade I – Rotenburg II;LAND;03;Partei;MLPD;14;2;27;0,016232;17;0,011267;58,823529;0,004965;;CDU
BT;23.02.2025;Wahlkreis;030;Stade I – Rotenburg II;LAND;03;Partei;BÜNDNIS DEUTSCHLAND;15;1;;;;;;;;CDU
BT;23.02.2025;Wahlkreis;030;Stade I – Rotenburg II;LAND;03;Partei;BÜNDNIS DEUTSCHLAND;15;2;218;0,131055;;;;;;CDU
BT;23.02.2025;Wahlkreis;030;Stade I – Rotenburg II;LAND;03;Partei;BSW;16;1;;;;;;;;CDU
BT;23.02.2025;Wahlkreis;030;Stade I – Rotenburg II;LAND;03;Partei;BSW;16;2;5507;3,310649;;;;;;CDU
BT;23.02.2025;Wahlkreis;030;Stade I – Rotenburg II;LAND;03;Partei;Team Todenhöfer;17;1;;;;;;;;CDU
BT;23.02.2025;Wahlkreis;030;Stade I – Rotenburg II;LAND;03;Partei;Team Todenhöfer;17;2;;;373;0,247207;;-0,247207;;CDU
BT;23.02.2025;Wahlkreis;030;Stade I – Rotenburg II;LAND;03;Partei;ÖDP;18;1;;;;;;;;CDU
BT;23.02.2025;Wahlkreis;030;Stade I – Rotenburg II;LAND;03;Partei;ÖDP;18;2;;;118;0,078205;;-0,078205;;CDU
BT;23.02.2025;Wahlkreis;030;Stade I – Rotenburg II;LAND;03;System-Gruppe;Übrige;1000;1;;;0;0;;0;;CDU
BT;23.02.2025;Wahlkreis;030;Stade I – Rotenburg II;LAND;03;System-Gruppe;Übrige;1000;2;;;432;0,286309;;-0,286309;;CDU
BT;23.02.2025;Wahlkreis;031;Mittelems;LAND;03;System-Gruppe;Wahlberechtigte;-4;;233784;;233253;;0,22765;;;CDU
BT;23.02.2025;Wahlkreis;031;Mittelems;LAND;03;System-Gruppe;Wählende;-3;;199529;85,347586;180543;77,40222;10,516054;7,945366;;CDU
BT;23.02.2025;Wahlkreis;031;Mittelems;LAND;03;System-Gruppe;Ungültige;-2;1;1210;0,606428;1330;0,736667;-9,022556;-0,130238;;CDU
BT;23.02.2025;Wahlkreis;031;Mittelems;LAND;03;System-Gruppe;Ungültige;-2;2;915;0,45858;1104;0,611489;-17,119565;-0,152909;;CDU
BT;23.02.2025;Wahlkreis;031;Mittelems;LAND;03;System-Gruppe;Gültige;-1;1;198319;99,393572;179213;99,263333;10,661057;0,130238;;CDU
BT;23.02.2025;Wahlkreis;031;Mittelems;LAND;03;System-Gruppe;Gültige;-1;2;198614;99,54142;179439;99,388511;10,686083;0,152909;;CDU
BT;23.02.2025;Wahlkreis;031;Mittelems;LAND;03;Partei;SPD;1;1;48525;24,468155;52309;29,188173;-7,233937;-4,720018;;CDU
BT;23.02.2025;Wahlkreis;031;Mittelems;LAND;03;Partei;SPD;1;2;42166;21,230125;55461;30,907997;-23,9718;-9,677872;;CDU
BT;23.02.2025;Wahlkreis;031;Mittelems;LAND;03;Partei;CDU;2;1;86795;43,765348;72523;40,467488;19,679274;3,297859;;CDU
BT;23.02.2025;Wahlkreis;031;Mittelems;LAND;03;Partei;CDU;2;2;78008;39,276184;60733;33,846042;28,444174;5,430142;;CDU
BT;23.02.2025;Wahlkreis;031;Mittelems;LAND;03;Partei;GRÜNE;3;1;14462;7,292292;22562;12,589488;-35,901073;-5,297197;;CDU
BT;23.02.2025;Wahlkreis;031;Mittelems;LAND;03;Partei;GRÜNE;3;2;17256;8,688209;22515;12,54744;-23,357761;-3,85923;;CDU
BT;23.02.2025;Wahlkreis;031;Mittelems;LAND;03;Partei;FDP;4;1;6904;3,48126;17466;9,745945;-60,471774;-6,264685;;CDU
BT;23.02.2025;Wahlkreis;031;Mittelems;LAND;03;Partei;FDP;4;2;8921;4,491627;21101;11,759428;-57,722383;-7,267801;;CDU
BT;23.02.2025;Wahlkreis;031;Mittelems;LAND;03;Partei;AfD;5;1;27994;14,115642;8993;5,018051;211,286556;9,097591;;CDU
BT;23.02.2025;Wahlkreis;031;Mittelems;LAND;03;Partei;AfD;5;2;28483;14,340882;9235;5,146596;208,424472;9,194287;;CDU
BT;23.02.2025;Wahlkreis;031;Mittelems;LAND;03;Partei;Die Linke;6;1;10171;5,128606;3996;2,229749;154,52953;2,898857;;CDU
BT;23.02.2025;Wahlkreis;031;Mittelems;LAND;03;Partei;Die Linke;6;2;12609;6,348495;3969;2,211894;217,687075;4,136601;;CDU
BT;23.02.2025;Wahlkreis;031;Mittelems;LAND;03;Partei;Tierschutzpartei;7;1;;;;;;;;CDU
BT;23.02.2025;Wahlkreis;031;Mittelems;LAND;03;Partei;Tierschutzpartei;7;2;1618;0,814645;1592;0,88721;1,633166;-0,072564;;CDU
BT;23.02.2025;Wahlkreis;031;Mittelems;LAND;03;Partei;dieBasis;8;1;;;1364;0,761106;;-0,761106;;CDU
BT;23.02.2025;Wahlkreis;031;Mittelems;LAND;03;Partei;dieBasis;8;2;336;0,169172;1070;0,596303;-68,598131;-0,427131;;CDU
BT;23.02.2025;Wahlkreis;031;Mittelems;LAND;03;Partei;Die PARTEI;9;1;;;;;;;;CDU
BT;23.02.2025;Wahlkreis;031;Mittelems;LAND;03;Partei;Die PARTEI;9;2;764;0,384666;1521;0,847642;-49,769888;-0,462976;;CDU
BT;23.02.2025;Wahlkreis;031;Mittelems;LAND;03;Partei;FREIE WÄHLER;10;1;2833;1,428507;;;;;;CDU
BT;23.02.2025;Wahlkreis;031;Mittelems;LAND;03;Partei;FREIE WÄHLER;10;2;1267;0,637921;723;0,402922;75,242047;0,234998;;CDU
BT;23.02.2025;Wahlkreis;031;Mittelems;LAND;03;Partei;PIRATEN;11;1;;;;;;;;CDU
BT;23.02.2025;Wahlkreis;031;Mittelems;LAND;03;Partei;PIRATEN;11;2;222;0,111775;423;0,235735;-47,51773;-0,12396;;CDU
BT;23.02.2025;Wahlkreis;031;Mittelems;LAND;03;Partei;Volt;12;1;;;;;;;;CDU
BT;23.02.2025;Wahlkreis;031;Mittelems;LAND;03;Partei;Volt;12;2;729;0,367044;243;0,135422;200;0,231622;;CDU
BT;23.02.2025;Wahlkreis;031;Mittelems;LAND;03;Partei;PdH;13;1;;;;;;;;CDU
BT;23.02.2025;Wahlkreis;031;Mittelems;LAND;03;Partei;PdH;13;2;103;0,051859;132;0,073563;-21,969697;-0,021703;;CDU
BT;23.02.2025;Wahlkreis;031;Mittelems;LAND;03;Partei;MLPD;14;1;;;;;;;;CDU
BT;23.02.2025;Wahlkreis;031;Mittelems;LAND;03;Partei;MLPD;14;2;28;0,014098;17;0,009474;64,705882;0,004624;;CDU
BT;23.02.2025;Wahlkreis;031;Mittelems;LAND;03;Partei;BÜNDNIS DEUTSCHLAND;15;1;635;0,320191;;;;;;CDU
BT;23.02.2025;Wahlkreis;031;Mittelems;LAND;03;Partei;BÜNDNIS DEUTSCHLAND;15;2;287;0,144501;;;;;;CDU
BT;23.02.2025;Wahlkreis;031;Mittelems;LAND;03;Partei;BSW;16;1;;;;;;;;CDU
BT;23.02.2025;Wahlkreis;031;Mittelems;LAND;03;Partei;BSW;16;2;5817;2,928797;;;;;;CDU
BT;23.02.2025;Wahlkreis;031;Mittelems;LAND;03;Partei;Team Todenhöfer;17;1;;;;;;;;CDU
BT;23.02.2025;Wahlkreis;031;Mittelems;LAND;03;Partei;Team Todenhöfer;17;2;;;291;0,162172;;-0,162172;;CDU
BT;23.02.2025;Wahlkreis;031;Mittelems;LAND;03;Partei;ÖDP;18;1;;;;;;;;CDU
BT;23.02.2025;Wahlkreis;031;Mittelems;LAND;03;Partei;ÖDP;18;2;;;97;0,054057;;-0,054057;;CDU
BT;23.02.2025;Wahlkreis;031;Mittelems;LAND;03;System-Gruppe;Übrige;1000;1;;;0;0;;0;;CDU
BT;23.02.2025;Wahlkreis;031;Mittelems;LAND;03;System-Gruppe;Übrige;1000;2;;;316;0,176104;;-0,176104;;CDU
BT;23.02.2025;Wahlkreis;032;Cloppenburg – Vechta;LAND;03;System-Gruppe;Wahlberechtigte;-4;;225099;;223948;;0,513959;;;CDU
BT;23.02.2025;Wahlkreis;032;Cloppenburg – Vechta;LAND;03;System-Gruppe;Wählende;-3;;187174;83,151858;164507;73,457678;13,778745;9,69418;;CDU
BT;23.02.2025;Wahlkreis;032;Cloppenburg – Vechta;LAND;03;System-Gruppe;Ungültige;-2;1;1198;0,640046;1321;0,803005;-9,311128;-0,162959;;CDU
BT;23.02.2025;Wahlkreis;032;Cloppenburg – Vechta;LAND;03;System-Gruppe;Ungültige;-2;2;997;0,532659;1155;0,702098;-13,679654;-0,169438;;CDU
BT;23.02.2025;Wahlkreis;032;Cloppenburg – Vechta;LAND;03;System-Gruppe;Gültige;-1;1;185976;99,359954;163186;99,196995;13,965659;0,162959;;CDU
BT;23.02.2025;Wahlkreis;032;Cloppenburg – Vechta;LAND;03;System-Gruppe;Gültige;-1;2;186177;99,467341;163352;99,297902;13,972893;0,169438;;CDU
BT;23.02.2025;Wahlkreis;032;Cloppenburg – Vechta;LAND;03;Partei;SPD;1;1;32515;17,483439;33825;20,727881;-3,872875;-3,244442;;CDU
BT;23.02.2025;Wahlkreis;032;Cloppenburg – Vechta;LAND;03;Partei;SPD;1;2;29053;15,605043;40212;24,616778;-27,750423;-9,011736;;CDU
BT;23.02.2025;Wahlkreis;032;Cloppenburg – Vechta;LAND;03;Partei;CDU;2;1;85241;45,834409;80134;49,105928;6,373075;-3,271519;;CDU
BT;23.02.2025;Wahlkreis;032;Cloppenburg – Vechta;LAND;03;Partei;CDU;2;2;73616;39,540867;62837;38,467236;17,153906;1,073631;;CDU
BT;23.02.2025;Wahlkreis;032;Cloppenburg – Vechta;LAND;03;Partei;GRÜNE;3;1;11280;6,065299;17366;10,641844;-35,045491;-4,576546;;CDU
BT;23.02.2025;Wahlkreis;032;Cloppenburg – Vechta;LAND;03;Partei;GRÜNE;3;2;13277;7,131386;18093;11,076081;-26,618029;-3,944695;;CDU
BT;23.02.2025;Wahlkreis;032;Cloppenburg – Vechta;LAND;03;Partei;FDP;4;1;6135;3,298813;14397;8,822448;-57,386956;-5,523635;;CDU
BT;23.02.2025;Wahlkreis;032;Cloppenburg – Vechta;LAND;03;Partei;FDP;4;2;8432;4,529023;19747;12,088618;-57,299843;-7,559595;;CDU
BT;23.02.2025;Wahlkreis;032;Cloppenburg – Vechta;LAND;03;Partei;AfD;5;1;38366;20,629544;12674;7,766598;202,714218;12,862946;;CDU
BT;23.02.2025;Wahlkreis;032;Cloppenburg – Vechta;LAND;03;Partei;AfD;5;2;38357;20,602437;12772;7,818698;200,321015;12,783739;;CDU
BT;23.02.2025;Wahlkreis;032;Cloppenburg – Vechta;LAND;03;Partei;Die Linke;6;1;9485;5,10012;3542;2,170529;167,786561;2,929591;;CDU
BT;23.02.2025;Wahlkreis;032;Cloppenburg – Vechta;LAND;03;Partei;Die Linke;6;2;11518;6,186586;3549;2,172609;224,542125;4,013977;;CDU
BT;23.02.2025;Wahlkreis;032;Cloppenburg – Vechta;LAND;03;Partei;Tierschutzpartei;7;1;;;;;;;;CDU
BT;23.02.2025;Wahlkreis;032;Cloppenburg – Vechta;LAND;03;Partei;Tierschutzpartei;7;2;1533;0,82341;1579;0,966624;-2,913236;-0,143214;;CDU
BT;23.02.2025;Wahlkreis;032;Cloppenburg – Vechta;LAND;03;Partei;dieBasis;8;1;;;1248;0,764771;;-0,764771;;CDU
BT;23.02.2025;Wahlkreis;032;Cloppenburg – Vechta;LAND;03;Partei;dieBasis;8;2;366;0,196587;1088;0,666046;-66,360294;-0,469459;;CDU
BT;23.02.2025;Wahlkreis;032;Cloppenburg – Vechta;LAND;03;Partei;Die PARTEI;9;1;;;;;;;;CDU
BT;23.02.2025;Wahlkreis;032;Cloppenburg – Vechta;LAND;03;Partei;Die PARTEI;9;2;638;0,342685;1093;0,669107;-41,628545;-0,326423;;CDU
BT;23.02.2025;Wahlkreis;032;Cloppenburg – Vechta;LAND;03;Partei;FREIE WÄHLER;10;1;2954;1,588377;;;;;;CDU
BT;23.02.2025;Wahlkreis;032;Cloppenburg – Vechta;LAND;03;Partei;FREIE WÄHLER;10;2;1703;0,914721;792;0,484843;115,025253;0,429878;;CDU
BT;23.02.2025;Wahlkreis;032;Cloppenburg – Vechta;LAND;03;Partei;PIRATEN;11;1;;;;;;;;CDU
BT;23.02.2025;Wahlkreis;032;Cloppenburg – Vechta;LAND;03;Partei;PIRATEN;11;2;256;0,137504;474;0,290171;-45,991561;-0,152667;;CDU
BT;23.02.2025;Wahlkreis;032;Cloppenburg – Vechta;LAND;03;Partei;Volt;12;1;;;;;;;;CDU
BT;23.02.2025;Wahlkreis;032;Cloppenburg – Vechta;LAND;03;Partei;Volt;12;2;851;0,457092;323;0,197733;163,467492;0,259359;;CDU
BT;23.02.2025;Wahlkreis;032;Cloppenburg – Vechta;LAND;03;Partei;PdH;13;1;;;;;;;;CDU
BT;23.02.2025;Wahlkreis;032;Cloppenburg – Vechta;LAND;03;Partei;PdH;13;2;104;0,055861;104;0,063666;0;-0,007805;;CDU
BT;23.02.2025;Wahlkreis;032;Cloppenburg – Vechta;LAND;03;Partei;MLPD;14;1;;;;;;;;CDU
BT;23.02.2025;Wahlkreis;032;Cloppenburg – Vechta;LAND;03;Partei;MLPD;14;2;22;0,011817;12;0,007346;83,333333;0,004471;;CDU
BT;23.02.2025;Wahlkreis;032;Cloppenburg – Vechta;LAND;03;Partei;BÜNDNIS DEUTSCHLAND;15;1;;;;;;;;CDU
BT;23.02.2025;Wahlkreis;032;Cloppenburg – Vechta;LAND;03;Partei;BÜNDNIS DEUTSCHLAND;15;2;231;0,124075;;;;;;CDU
BT;23.02.2025;Wahlkreis;032;Cloppenburg – Vechta;LAND;03;Partei;BSW;16;1;;;;;;;;CDU
BT;23.02.2025;Wahlkreis;032;Cloppenburg – Vechta;LAND;03;Partei;BSW;16;2;6220;3,340907;;;;;;CDU
BT;23.02.2025;Wahlkreis;032;Cloppenburg – Vechta;LAND;03;Partei;Team Todenhöfer;17;1;;;;;;;;CDU
BT;23.02.2025;Wahlkreis;032;Cloppenburg – Vechta;LAND;03;Partei;Team Todenhöfer;17;2;;;268;0,164063;;-0,164063;;CDU
BT;23.02.2025;Wahlkreis;032;Cloppenburg – Vechta;LAND;03;Partei;ÖDP;18;1;;;;;;;;CDU
BT;23.02.2025;Wahlkreis;032;Cloppenburg – Vechta;LAND;03;Partei;ÖDP;18;2;;;80;0,048974;;-0,048974;;CDU
BT;23.02.2025;Wahlkreis;032;Cloppenburg – Vechta;LAND;03;System-Gruppe;Übrige;1000;1;;;0;0;;0;;CDU
BT;23.02.2025;Wahlkreis;032;Cloppenburg – Vechta;LAND;03;System-Gruppe;Übrige;1000;2;;;329;0,201406;;-0,201406;;CDU
BT;23.02.2025;Wahlkreis;033;Diepholz – Nienburg I;LAND;03;System-Gruppe;Wahlberechtigte;-4;;194010;;194371;;-0,185727;;;CDU
BT;23.02.2025;Wahlkreis;033;Diepholz – Nienburg I;LAND;03;System-Gruppe;Wählende;-3;;162072;83,537962;146954;75,6049;10,287573;7,933062;;CDU
BT;23.02.2025;Wahlkreis;033;Diepholz – Nienburg I;LAND;03;System-Gruppe;Ungültige;-2;1;1113;0,686732;1460;0,993508;-23,767123;-0,306776;;CDU
BT;23.02.2025;Wahlkreis;033;Diepholz – Nienburg I;LAND;03;System-Gruppe;Ungültige;-2;2;755;0,465842;982;0,668236;-23,11609;-0,202394;;CDU
BT;23.02.2025;Wahlkreis;033;Diepholz – Nienburg I;LAND;03;System-Gruppe;Gültige;-1;1;160959;99,313268;145494;99,006492;10,629304;0,306776;;CDU
BT;23.02.2025;Wahlkreis;033;Diepholz – Nienburg I;LAND;03;System-Gruppe;Gültige;-1;2;161317;99,534158;145972;99,331764;10,51229;0,202394;;CDU
BT;23.02.2025;Wahlkreis;033;Diepholz – Nienburg I;LAND;03;Partei;SPD;1;1;44311;27,529371;46455;31,929152;-4,615219;-4,399781;;CDU
BT;23.02.2025;Wahlkreis;033;Diepholz – Nienburg I;LAND;03;Partei;SPD;1;2;36820;22,824625;48196;33,017291;-23,603619;-10,192666;;CDU
BT;23.02.2025;Wahlkreis;033;Diepholz – Nienburg I;LAND;03;Partei;CDU;2;1;56910;35,35683;49116;33,758093;15,868556;1,598737;;CDU
BT;23.02.2025;Wahlkreis;033;Diepholz – Nienburg I;LAND;03;Partei;CDU;2;2;49080;30,424568;36915;25,289097;32,954084;5,135471;;CDU
BT;23.02.2025;Wahlkreis;033;Diepholz – Nienburg I;LAND;03;Partei;GRÜNE;3;1;13005;8,079697;19702;13,541452;-33,991473;-5,461755;;CDU
BT;23.02.2025;Wahlkreis;033;Diepholz – Nienburg I;LAND;03;Partei;GRÜNE;3;2;16558;10,264262;21139;14,481544;-21,670845;-4,217282;;CDU
BT;23.02.2025;Wahlkreis;033;Diepholz – Nienburg I;LAND;03;Partei;FDP;4;1;5318;3,303947;13671;9,396264;-61,100139;-6,092317;;CDU
BT;23.02.2025;Wahlkreis;033;Diepholz – Nienburg I;LAND;03;Partei;FDP;4;2;7376;4,572364;17628;12,076289;-58,157477;-7,503925;;CDU
BT;23.02.2025;Wahlkreis;033;Diepholz – Nienburg I;LAND;03;Partei;AfD;5;1;27353;16,993769;9683;6,655257;182,484767;10,338511;;CDU
BT;23.02.2025;Wahlkreis;033;Diepholz – Nienburg I;LAND;03;Partei;AfD;5;2;28346;17,571614;10372;7,105472;173,293482;10,466141;;CDU
BT;23.02.2025;Wahlkreis;033;Diepholz – Nienburg I;LAND;03;Partei;Die Linke;6;1;9613;5,972328;4029;2,769186;138,595185;3,203142;;CDU
BT;23.02.2025;Wahlkreis;033;Diepholz – Nienburg I;LAND;03;Partei;Die Linke;6;2;10982;6,807714;3920;2,685447;180,153061;4,122267;;CDU
BT;23.02.2025;Wahlkreis;033;Diepholz – Nienburg I;LAND;03;Partei;Tierschutzpartei;7;1;;;;;;;;CDU
BT;23.02.2025;Wahlkreis;033;Diepholz – Nienburg I;LAND;03;Partei;Tierschutzpartei;7;2;1807;1,120155;1774;1,215302;1,860203;-0,095147;;CDU
BT;23.02.2025;Wahlkreis;033;Diepholz – Nienburg I;LAND;03;Partei;dieBasis;8;1;;;2111;1,450919;;-1,450919;;CDU
BT;23.02.2025;Wahlkreis;033;Diepholz – Nienburg I;LAND;03;Partei;dieBasis;8;2;414;0,256638;1722;1,179678;-75,958188;-0,923041;;CDU
BT;23.02.2025;Wahlkreis;033;Diepholz – Nienburg I;LAND;03;Partei;Die PARTEI;9;1;;;;;;;;CDU
BT;23.02.2025;Wahlkreis;033;Diepholz – Nienburg I;LAND;03;Partei;Die PARTEI;9;2;694;0,430209;1294;0,886471;-46,367852;-0,456263;;CDU
BT;23.02.2025;Wahlkreis;033;Diepholz – Nienburg I;LAND;03;Partei;FREIE WÄHLER;10;1;4449;2,764058;;;;;;CDU
BT;23.02.2025;Wahlkreis;033;Diepholz – Nienburg I;LAND;03;Partei;FREIE WÄHLER;10;2;1943;1,204461;1322;0,905653;46,974281;0,298808;;CDU
BT;23.02.2025;Wahlkreis;033;Diepholz – Nienburg I;LAND;03;Partei;PIRATEN;11;1;;;;;;;;CDU
BT;23.02.2025;Wahlkreis;033;Diepholz – Nienburg I;LAND;03;Partei;PIRATEN;11;2;234;0,145056;465;0,318554;-49,677419;-0,173498;;CDU
BT;23.02.2025;Wahlkreis;033;Diepholz – Nienburg I;LAND;03;Partei;Volt;12;1;;;;;;;;CDU
BT;23.02.2025;Wahlkreis;033;Diepholz – Nienburg I;LAND;03;Partei;Volt;12;2;807;0,500257;228;0,156194;253,947368;0,344063;;CDU
BT;23.02.2025;Wahlkreis;033;Diepholz – Nienburg I;LAND;03;Partei;PdH;13;1;;;;;;;;CDU
BT;23.02.2025;Wahlkreis;033;Diepholz – Nienburg I;LAND;03;Partei;PdH;13;2;95;0,05889;118;0,080837;-19,491525;-0,021947;;CDU
BT;23.02.2025;Wahlkreis;033;Diepholz – Nienburg I;LAND;03;Partei;MLPD;14;1;;;;;;;;CDU
BT;23.02.2025;Wahlkreis;033;Diepholz – Nienburg I;LAND;03;Partei;MLPD;14;2;29;0,017977;21;0,014386;38,095238;0,003591;;CDU
BT;23.02.2025;Wahlkreis;033;Diepholz – Nienburg I;LAND;03;Partei;BÜNDNIS DEUTSCHLAND;15;1;;;;;;;;CDU
BT;23.02.2025;Wahlkreis;033;Diepholz – Nienburg I;LAND;03;Partei;BÜNDNIS DEUTSCHLAND;15;2;212;0,131418;;;;;;CDU
BT;23.02.2025;Wahlkreis;033;Diepholz – Nienburg I;LAND;03;Partei;BSW;16;1;;;;;;;;CDU
BT;23.02.2025;Wahlkreis;033;Diepholz – Nienburg I;LAND;03;Partei;BSW;16;2;5920;3,669793;;;;;;CDU
BT;23.02.2025;Wahlkreis;033;Diepholz – Nienburg I;LAND;03;Partei;Team Todenhöfer;17;1;;;;;;;;CDU
BT;23.02.2025;Wahlkreis;033;Diepholz – Nienburg I;LAND;03;Partei;Team Todenhöfer;17;2;;;395;0,2706;;-0,2706;;CDU
BT;23.02.2025;Wahlkreis;033;Diepholz – Nienburg I;LAND;03;Partei;ÖDP;18;1;;;;;;;;CDU
BT;23.02.2025;Wahlkreis;033;Diepholz – Nienburg I;LAND;03;Partei;ÖDP;18;2;;;113;0,077412;;-0,077412;;CDU
BT;23.02.2025;Wahlkreis;033;Diepholz – Nienburg I;LAND;03;System-Gruppe;Übrige;1000;1;;;727;0,499677;;-0,499677;;CDU
BT;23.02.2025;Wahlkreis;033;Diepholz – Nienburg I;LAND;03;System-Gruppe;Übrige;1000;2;;;350;0,239772;;-0,239772;;CDU
BT;23.02.2025;Wahlkreis;034;Osterholz – Verden;LAND;03;System-Gruppe;Wahlberechtigte;-4;;196082;;197490;;-0,712947;;;CDU
BT;23.02.2025;Wahlkreis;034;Osterholz – Verden;LAND;03;System-Gruppe;Wählende;-3;;166157;84,738528;151308;76,615525;9,813757;8,123003;;CDU
BT;23.02.2025;Wahlkreis;034;Osterholz – Verden;LAND;03;System-Gruppe;Ungültige;-2;1;1094;0,658413;1927;1,273561;-43,227815;-0,615148;;CDU
BT;23.02.2025;Wahlkreis;034;Osterholz – Verden;LAND;03;System-Gruppe;Ungültige;-2;2;762;0,458602;1089;0,719724;-30,027548;-0,261122;;CDU
BT;23.02.2025;Wahlkreis;034;Osterholz – Verden;LAND;03;System-Gruppe;Gültige;-1;1;165063;99,341587;149381;98,726439;10,497988;0,615148;;CDU
BT;23.02.2025;Wahlkreis;034;Osterholz – Verden;LAND;03;System-Gruppe;Gültige;-1;2;165395;99,541398;150219;99,280276;10,102584;0,261122;;CDU
BT;23.02.2025;Wahlkreis;034;Osterholz – Verden;LAND;03;Partei;SPD;1;1;40963;24,816585;48574;32,516853;-15,668876;-7,700268;;CDU
BT;23.02.2025;Wahlkreis;034;Osterholz – Verden;LAND;03;Partei;SPD;1;2;38009;22,980743;49430;32,905292;-23,105402;-9,924549;;CDU
BT;23.02.2025;Wahlkreis;034;Osterholz – Verden;LAND;03;Partei;CDU;2;1;59321;35,938399;50274;33,654882;17,995385;2,283517;;CDU
BT;23.02.2025;Wahlkreis;034;Osterholz – Verden;LAND;03;Partei;CDU;2;2;46321;28,006288;36183;24,086833;28,018683;3,919455;;CDU
BT;23.02.2025;Wahlkreis;034;Osterholz – Verden;LAND;03;Partei;GRÜNE;3;1;18449;11,176945;21933;14,68259;-15,88474;-3,505646;;CDU
BT;23.02.2025;Wahlkreis;034;Osterholz – Verden;LAND;03;Partei;GRÜNE;3;2;20450;12,36434;24183;16,098496;-15,436464;-3,734156;;CDU
BT;23.02.2025;Wahlkreis;034;Osterholz – Verden;LAND;03;Partei;FDP;4;1;4952;3,000067;13764;9,214023;-64,022087;-6,213957;;CDU
BT;23.02.2025;Wahlkreis;034;Osterholz – Verden;LAND;03;Partei;FDP;4;2;6942;4,197225;15653;10,42012;-55,650674;-6,222895;;CDU
BT;23.02.2025;Wahlkreis;034;Osterholz – Verden;LAND;03;Partei;AfD;5;1;28052;16,994723;;;;;;CDU
BT;23.02.2025;Wahlkreis;034;Osterholz – Verden;LAND;03;Partei;AfD;5;2;29180;17,642613;11329;7,541656;157,569071;10,100957;;CDU
BT;23.02.2025;Wahlkreis;034;Osterholz – Verden;LAND;03;Partei;Die Linke;6;1;11071;6,707136;6375;4,267611;73,662745;2,439525;;CDU
