(c) Die Bundeswahlleiterin, Wiesbaden 2025;;;;;;;;;;;;;;;;
Datenlizenz Deutschland – Namensnennung – Version 2.0 (https://www.govdata.de/dl-de/by-2-0);;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
Ergebnisse nach Wahlkreisen;;;;;;;;;;;;;;;;
Status:;Vorläufig;;;;;;;;;;;;;;;
Stand:;24.02.2025;04:08;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
Format: CSV. Trennzeichen: Semikolon. Zeichensatz: UTF-8 mit BOM;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
Wahlart;Wahltag;Gebietsart;Gebietsnummer;Gebietsname;UegGebietsart;UegGebietsnummer;Gruppenart;Gruppenname;Gruppenreihenfolge;Stimme;Anzahl;Prozent;VorpAnzahl;VorpProzent;DiffProzent;DiffProzentPkt;Bemerkung;Gewählt
BT;23.02.2025;Wahlkreis;149;Märkischer Kreis II;LAND;05;Partei;Verjüngungsforschung;23;1;;;;;;;;CDU
BT;23.02.2025;Wahlkreis;149;Märkischer Kreis II;LAND;05;Partei;Verjüngungsforschung;23;2;;;245;0,1718;;-0,1718;;CDU
BT;23.02.2025;Wahlkreis;149;Märkischer Kreis II;LAND;05;Partei;PIRATEN;24;1;;;;;;;;CDU
BT;23.02.2025;Wahlkreis;149;Märkischer Kreis II;LAND;05;Partei;PIRATEN;24;2;;;540;0,37866;;-0,37866;;CDU
BT;23.02.2025;Wahlkreis;149;Märkischer Kreis II;LAND;05;Partei;SGP;25;1;;;;;;;;CDU
BT;23.02.2025;Wahlkreis;149;Märkischer Kreis II;LAND;05;Partei;SGP;25;2;;;13;0,009116;;-0,009116;;CDU
BT;23.02.2025;Wahlkreis;149;Märkischer Kreis II;LAND;05;System-Gruppe;Übrige;1000;1;;;0;0;;0;;CDU
BT;23.02.2025;Wahlkreis;149;Märkischer Kreis II;LAND;05;System-Gruppe;Übrige;1000;2;;;764;0,535734;;-0,535734;;CDU
BT;23.02.2025;Wahlkreis;150;Nordsachsen;LAND;14;System-Gruppe;Wahlberechtigte;-4;;158368;;161279;;-1,804947;;;AfD
BT;23.02.2025;Wahlkreis;150;Nordsachsen;LAND;14;System-Gruppe;Wählende;-3;;126905;80,132981;119206;73,912909;6,458568;6,220073;;AfD
BT;23.02.2025;Wahlkreis;150;Nordsachsen;LAND;14;System-Gruppe;Ungültige;-2;1;1183;0,932193;1541;1,29272;-23,231668;-0,360527;;AfD
BT;23.02.2025;Wahlkreis;150;Nordsachsen;LAND;14;System-Gruppe;Ungültige;-2;2;849;0,669004;1449;1,215543;-41,407867;-0,546538;;AfD
BT;23.02.2025;Wahlkreis;150;Nordsachsen;LAND;14;System-Gruppe;Gültige;-1;1;125722;99,067807;117665;98,70728;6,847406;0,360527;;AfD
BT;23.02.2025;Wahlkreis;150;Nordsachsen;LAND;14;System-Gruppe;Gültige;-1;2;126056;99,330996;117757;98,784457;7,047564;0,546538;;AfD
BT;23.02.2025;Wahlkreis;150;Nordsachsen;LAND;14;Partei;AfD;1;1;55022;43,764814;32702;27,792462;68,252706;15,972353;;AfD
BT;23.02.2025;Wahlkreis;150;Nordsachsen;LAND;14;Partei;AfD;1;2;53909;42,765914;32066;27,230653;68,11888;15,535261;;AfD
BT;23.02.2025;Wahlkreis;150;Nordsachsen;LAND;14;Partei;SPD;2;1;12555;9,986319;22257;18,915565;-43,59078;-8,929246;;AfD
BT;23.02.2025;Wahlkreis;150;Nordsachsen;LAND;14;Partei;SPD;2;2;10562;8,378816;24732;21,002573;-57,294194;-12,623757;;AfD
BT;23.02.2025;Wahlkreis;150;Nordsachsen;LAND;14;Partei;CDU;3;1;31395;24,971763;26883;22,847066;16,783841;2,124697;;AfD
BT;23.02.2025;Wahlkreis;150;Nordsachsen;LAND;14;Partei;CDU;3;2;26170;20,760614;23000;19,531748;13,782609;1,228867;;AfD
BT;23.02.2025;Wahlkreis;150;Nordsachsen;LAND;14;Partei;FDP;4;1;2684;2,134869;10251;8,712021;-73,817189;-6,577152;;AfD
BT;23.02.2025;Wahlkreis;150;Nordsachsen;LAND;14;Partei;FDP;4;2;4012;3,182712;12476;10,594699;-67,842257;-7,411987;;AfD
BT;23.02.2025;Wahlkreis;150;Nordsachsen;LAND;14;Partei;Die Linke;5;1;10501;8,352556;9446;8,027876;11,168749;0,32468;;AfD
BT;23.02.2025;Wahlkreis;150;Nordsachsen;LAND;14;Partei;Die Linke;5;2;10081;7,997239;8868;7,530763;13,678394;0,466477;;AfD
BT;23.02.2025;Wahlkreis;150;Nordsachsen;LAND;14;Partei;GRÜNE;6;1;3090;2,457804;5883;4,999788;-47,475778;-2,541984;;AfD
BT;23.02.2025;Wahlkreis;150;Nordsachsen;LAND;14;Partei;GRÜNE;6;2;4308;3,417529;5462;4,638365;-21,127792;-1,220837;;AfD
BT;23.02.2025;Wahlkreis;150;Nordsachsen;LAND;14;Partei;FREIE WÄHLER;7;1;7092;5,641017;4707;4,00034;50,669216;1,640678;;AfD
BT;23.02.2025;Wahlkreis;150;Nordsachsen;LAND;14;Partei;FREIE WÄHLER;7;2;2754;2,184743;3346;2,841445;-17,692767;-0,656701;;AfD
BT;23.02.2025;Wahlkreis;150;Nordsachsen;LAND;14;Partei;Tierschutzpartei;8;1;;;;;;;;AfD
BT;23.02.2025;Wahlkreis;150;Nordsachsen;LAND;14;Partei;Tierschutzpartei;8;2;1486;1,178841;2311;1,962516;-35,698832;-0,783675;;AfD
BT;23.02.2025;Wahlkreis;150;Nordsachsen;LAND;14;Partei;Die PARTEI;9;1;1523;1,211403;2069;1,758382;-26,38956;-0,546979;;AfD
BT;23.02.2025;Wahlkreis;150;Nordsachsen;LAND;14;Partei;Die PARTEI;9;2;666;0,528337;1333;1,131992;-50,037509;-0,603656;;AfD
BT;23.02.2025;Wahlkreis;150;Nordsachsen;LAND;14;Partei;PIRATEN;10;1;;;;;;;;AfD
BT;23.02.2025;Wahlkreis;150;Nordsachsen;LAND;14;Partei;PIRATEN;10;2;173;0,137241;404;0,343079;-57,178218;-0,205839;;AfD
BT;23.02.2025;Wahlkreis;150;Nordsachsen;LAND;14;Partei;Volt;11;1;907;0,721433;;;;;;AfD
BT;23.02.2025;Wahlkreis;150;Nordsachsen;LAND;14;Partei;Volt;11;2;483;0,383163;170;0,144365;184,117647;0,238798;;AfD
BT;23.02.2025;Wahlkreis;150;Nordsachsen;LAND;14;Partei;PdH;12;1;;;;;;;;AfD
BT;23.02.2025;Wahlkreis;150;Nordsachsen;LAND;14;Partei;PdH;12;2;104;0,082503;137;0,116341;-24,087591;-0,033838;;AfD
BT;23.02.2025;Wahlkreis;150;Nordsachsen;LAND;14;Partei;MLPD;13;1;;;;;;;;AfD
BT;23.02.2025;Wahlkreis;150;Nordsachsen;LAND;14;Partei;MLPD;13;2;52;0,041252;76;0,06454;-31,578947;-0,023288;;AfD
BT;23.02.2025;Wahlkreis;150;Nordsachsen;LAND;14;Partei;BÜNDNIS DEUTSCHLAND;14;1;953;0,758022;;;;;;AfD
BT;23.02.2025;Wahlkreis;150;Nordsachsen;LAND;14;Partei;BÜNDNIS DEUTSCHLAND;14;2;350;0,277654;;;;;;AfD
BT;23.02.2025;Wahlkreis;150;Nordsachsen;LAND;14;Partei;BSW;15;1;;;;;;;;AfD
BT;23.02.2025;Wahlkreis;150;Nordsachsen;LAND;14;Partei;BSW;15;2;10946;8,683442;;;;;;AfD
BT;23.02.2025;Wahlkreis;150;Nordsachsen;LAND;14;Partei;dieBasis;16;1;;;1716;1,458378;;-1,458378;;AfD
BT;23.02.2025;Wahlkreis;150;Nordsachsen;LAND;14;Partei;dieBasis;16;2;;;1363;1,157468;;-1,157468;;AfD
BT;23.02.2025;Wahlkreis;150;Nordsachsen;LAND;14;Partei;Bündnis C;17;1;;;;;;;;AfD
BT;23.02.2025;Wahlkreis;150;Nordsachsen;LAND;14;Partei;Bündnis C;17;2;;;88;0,07473;;-0,07473;;AfD
BT;23.02.2025;Wahlkreis;150;Nordsachsen;LAND;14;Partei;Team Todenhöfer;18;1;;;;;;;;AfD
BT;23.02.2025;Wahlkreis;150;Nordsachsen;LAND;14;Partei;Team Todenhöfer;18;2;;;196;0,166444;;-0,166444;;AfD
BT;23.02.2025;Wahlkreis;150;Nordsachsen;LAND;14;Partei;ÖDP;19;1;;;416;0,353546;;-0,353546;;AfD
BT;23.02.2025;Wahlkreis;150;Nordsachsen;LAND;14;Partei;ÖDP;19;2;;;240;0,20381;;-0,20381;;AfD
BT;23.02.2025;Wahlkreis;150;Nordsachsen;LAND;14;Partei;Verjüngungsforschung;20;1;;;;;;;;AfD
BT;23.02.2025;Wahlkreis;150;Nordsachsen;LAND;14;Partei;Verjüngungsforschung;20;2;;;598;0,507825;;-0,507825;;AfD
BT;23.02.2025;Wahlkreis;150;Nordsachsen;LAND;14;System-Gruppe;Übrige;1000;1;;;1335;1,134577;;-1,134577;;AfD
BT;23.02.2025;Wahlkreis;150;Nordsachsen;LAND;14;System-Gruppe;Übrige;1000;2;;;891;0,756643;;-0,756643;;AfD
BT;23.02.2025;Wahlkreis;151;Leipzig I;LAND;14;System-Gruppe;Wahlberechtigte;-4;;225020;;224100;;0,410531;;;–
BT;23.02.2025;Wahlkreis;151;Leipzig I;LAND;14;System-Gruppe;Wählende;-3;;183932;81,74029;167696;74,830879;9,681805;6,909411;;–
BT;23.02.2025;Wahlkreis;151;Leipzig I;LAND;14;System-Gruppe;Ungültige;-2;1;979;0,532262;1569;0,935622;-37,603569;-0,40336;;–
BT;23.02.2025;Wahlkreis;151;Leipzig I;LAND;14;System-Gruppe;Ungültige;-2;2;939;0,510515;1277;0,761497;-26,468285;-0,250982;;–
BT;23.02.2025;Wahlkreis;151;Leipzig I;LAND;14;System-Gruppe;Gültige;-1;1;182953;99,467738;166127;99,064378;10,128396;0,40336;;–
BT;23.02.2025;Wahlkreis;151;Leipzig I;LAND;14;System-Gruppe;Gültige;-1;2;182993;99,489485;166419;99,238503;9,959199;0,250982;;–
BT;23.02.2025;Wahlkreis;151;Leipzig I;LAND;14;Partei;AfD;1;1;45728;24,994397;26450;15,921554;72,884688;9,072843;;–
BT;23.02.2025;Wahlkreis;151;Leipzig I;LAND;14;Partei;AfD;1;2;46287;25,29441;25891;15,557719;78,776409;9,736691;;–
BT;23.02.2025;Wahlkreis;151;Leipzig I;LAND;14;Partei;SPD;2;1;21470;11,735254;33588;20,218267;-36,078361;-8,483012;;–
BT;23.02.2025;Wahlkreis;151;Leipzig I;LAND;14;Partei;SPD;2;2;18454;10,084539;34748;20,879827;-46,891907;-10,795289;;–
BT;23.02.2025;Wahlkreis;151;Leipzig I;LAND;14;Partei;CDU;3;1;39285;21,472728;34107;20,530678;15,181634;0,94205;;–
BT;23.02.2025;Wahlkreis;151;Leipzig I;LAND;14;Partei;CDU;3;2;31902;17,433454;24953;14,994081;27,848355;2,439373;;–
BT;23.02.2025;Wahlkreis;151;Leipzig I;LAND;14;Partei;FDP;4;1;3828;2,092341;13397;8,064312;-71,426439;-5,971972;;–
BT;23.02.2025;Wahlkreis;151;Leipzig I;LAND;14;Partei;FDP;4;2;5826;3,183728;17660;10,611769;-67,010193;-7,428041;;–
BT;23.02.2025;Wahlkreis;151;Leipzig I;LAND;14;Partei;Die Linke;5;1;39376;21,522468;25436;15,311178;54,804214;6,21129;;–
BT;23.02.2025;Wahlkreis;151;Leipzig I;LAND;14;Partei;Die Linke;5;2;38513;21,04616;20884;12,549048;84,413905;8,497112;;–
BT;23.02.2025;Wahlkreis;151;Leipzig I;LAND;14;Partei;GRÜNE;6;1;13796;7,540735;19778;11,90535;-30,245728;-4,364615;;–
BT;23.02.2025;Wahlkreis;151;Leipzig I;LAND;14;Partei;GRÜNE;6;2;19746;10,790577;25848;15,53188;-23,607242;-4,741304;;–
BT;23.02.2025;Wahlkreis;151;Leipzig I;LAND;14;Partei;FREIE WÄHLER;7;1;2185;1,194296;3296;1,984024;-33,707524;-0,789728;;–
BT;23.02.2025;Wahlkreis;151;Leipzig I;LAND;14;Partei;FREIE WÄHLER;7;2;1675;0,915336;2645;1,589362;-36,672968;-0,674026;;–
BT;23.02.2025;Wahlkreis;151;Leipzig I;LAND;14;Partei;Tierschutzpartei;8;1;;;;;;;;–
BT;23.02.2025;Wahlkreis;151;Leipzig I;LAND;14;Partei;Tierschutzpartei;8;2;2429;1,327373;3800;2,283393;-36,078947;-0,95602;;–
BT;23.02.2025;Wahlkreis;151;Leipzig I;LAND;14;Partei;Die PARTEI;9;1;2279;1,245675;4242;2,553468;-46,275342;-1,307793;;–
BT;23.02.2025;Wahlkreis;151;Leipzig I;LAND;14;Partei;Die PARTEI;9;2;1416;0,7738;3021;1,815298;-53,128103;-1,041497;;–
BT;23.02.2025;Wahlkreis;151;Leipzig I;LAND;14;Partei;PIRATEN;10;1;;;;;;;;–
BT;23.02.2025;Wahlkreis;151;Leipzig I;LAND;14;Partei;PIRATEN;10;2;340;0,185799;833;0,500544;-59,183673;-0,314744;;–
BT;23.02.2025;Wahlkreis;151;Leipzig I;LAND;14;Partei;Volt;11;1;1808;0,988232;;;;;;–
BT;23.02.2025;Wahlkreis;151;Leipzig I;LAND;14;Partei;Volt;11;2;1550;0,847027;660;0,396589;134,848485;0,450438;;–
BT;23.02.2025;Wahlkreis;151;Leipzig I;LAND;14;Partei;PdH;12;1;;;896;0,539346;;-0,539346;;–
BT;23.02.2025;Wahlkreis;151;Leipzig I;LAND;14;Partei;PdH;12;2;200;0,109294;427;0,256581;-53,161593;-0,147287;;–
BT;23.02.2025;Wahlkreis;151;Leipzig I;LAND;14;Partei;MLPD;13;1;290;0,158511;283;0,170352;2,473498;-0,011841;;–
BT;23.02.2025;Wahlkreis;151;Leipzig I;LAND;14;Partei;MLPD;13;2;141;0,077052;153;0,091937;-7,843137;-0,014884;;–
BT;23.02.2025;Wahlkreis;151;Leipzig I;LAND;14;Partei;BÜNDNIS DEUTSCHLAND;14;1;382;0,208797;;;;;;–
BT;23.02.2025;Wahlkreis;151;Leipzig I;LAND;14;Partei;BÜNDNIS DEUTSCHLAND;14;2;309;0,168859;;;;;;–
BT;23.02.2025;Wahlkreis;151;Leipzig I;LAND;14;Partei;BSW;15;1;11726;6,409296;;;;;;–
BT;23.02.2025;Wahlkreis;151;Leipzig I;LAND;14;Partei;BSW;15;2;14205;7,762592;;;;;;–
BT;23.02.2025;Wahlkreis;151;Leipzig I;LAND;14;Einzelbewerber/Wählergruppe;EB:Busse;16;1;490;0,267828;;;;;;–
BT;23.02.2025;Wahlkreis;151;Leipzig I;LAND;14;Einzelbewerber/Wählergruppe;EB:Busse;16;2;;;;;;;;–
BT;23.02.2025;Wahlkreis;151;Leipzig I;LAND;14;Einzelbewerber/Wählergruppe;EB:Mauer;17;1;310;0,169442;;;;;;–
BT;23.02.2025;Wahlkreis;151;Leipzig I;LAND;14;Einzelbewerber/Wählergruppe;EB:Mauer;17;2;;;;;;;;–
BT;23.02.2025;Wahlkreis;151;Leipzig I;LAND;14;Partei;dieBasis;18;1;;;2275;1,369434;;-1,369434;;–
BT;23.02.2025;Wahlkreis;151;Leipzig I;LAND;14;Partei;dieBasis;18;2;;;2204;1,324368;;-1,324368;;–
BT;23.02.2025;Wahlkreis;151;Leipzig I;LAND;14;Partei;Bündnis C;19;1;;;;;;;;–
BT;23.02.2025;Wahlkreis;151;Leipzig I;LAND;14;Partei;Bündnis C;19;2;;;160;0,096143;;-0,096143;;–
BT;23.02.2025;Wahlkreis;151;Leipzig I;LAND;14;Partei;Team Todenhöfer;20;1;;;;;;;;–
BT;23.02.2025;Wahlkreis;151;Leipzig I;LAND;14;Partei;Team Todenhöfer;20;2;;;656;0,394186;;-0,394186;;–
BT;23.02.2025;Wahlkreis;151;Leipzig I;LAND;14;Partei;ÖDP;21;1;;;497;0,299169;;-0,299169;;–
BT;23.02.2025;Wahlkreis;151;Leipzig I;LAND;14;Partei;ÖDP;21;2;;;306;0,183873;;-0,183873;;–
BT;23.02.2025;Wahlkreis;151;Leipzig I;LAND;14;Partei;Verjüngungsforschung;22;1;;;;;;;;–
BT;23.02.2025;Wahlkreis;151;Leipzig I;LAND;14;Partei;Verjüngungsforschung;22;2;;;693;0,416419;;-0,416419;;–
BT;23.02.2025;Wahlkreis;151;Leipzig I;LAND;14;System-Gruppe;Übrige;1000;1;;;1882;1,132868;;-1,132868;;–
BT;23.02.2025;Wahlkreis;151;Leipzig I;LAND;14;System-Gruppe;Übrige;1000;2;;;877;0,526983;;-0,526983;;–
BT;23.02.2025;Wahlkreis;152;Leipzig II;LAND;14;System-Gruppe;Wahlberechtigte;-4;;232750;;231178;;0,679996;;;Die Linke
BT;23.02.2025;Wahlkreis;152;Leipzig II;LAND;14;System-Gruppe;Wählende;-3;;195980;84,201933;180880;78,242739;8,348076;5,959194;;Die Linke
BT;23.02.2025;Wahlkreis;152;Leipzig II;LAND;14;System-Gruppe;Ungültige;-2;1;823;0,419941;1421;0,785604;-42,08304;-0,365663;;Die Linke
BT;23.02.2025;Wahlkreis;152;Leipzig II;LAND;14;System-Gruppe;Ungültige;-2;2;750;0,382692;1043;0,576625;-28,092042;-0,193933;;Die Linke
BT;23.02.2025;Wahlkreis;152;Leipzig II;LAND;14;System-Gruppe;Gültige;-1;1;195157;99,580059;179459;99,214396;8,747402;0,365663;;Die Linke
BT;23.02.2025;Wahlkreis;152;Leipzig II;LAND;14;System-Gruppe;Gültige;-1;2;195230;99,617308;179837;99,423375;8,559418;0,193933;;Die Linke
BT;23.02.2025;Wahlkreis;152;Leipzig II;LAND;14;Partei;AfD;1;1;36547;18,726974;20667;11,516279;76,83747;7,210694;;Die Linke
BT;23.02.2025;Wahlkreis;152;Leipzig II;LAND;14;Partei;AfD;1;2;36424;18,656969;20213;11,239623;80,200861;7,417346;;Die Linke
BT;23.02.2025;Wahlkreis;152;Leipzig II;LAND;14;Partei;SPD;2;1;16610;8,511096;29731;16,567015;-44,132387;-8,055919;;Die Linke
BT;23.02.2025;Wahlkreis;152;Leipzig II;LAND;14;Partei;SPD;2;2;21930;11,232905;37634;20,926728;-41,728224;-9,693823;;Die Linke
BT;23.02.2025;Wahlkreis;152;Leipzig II;LAND;14;Partei;CDU;3;1;31272;16,024022;29538;16,45947;5,870404;-0,435448;;Die Linke
BT;23.02.2025;Wahlkreis;152;Leipzig II;LAND;14;Partei;CDU;3;2;30752;15,751678;23561;13,101308;30,520776;2,650369;;Die Linke
BT;23.02.2025;Wahlkreis;152;Leipzig II;LAND;14;Partei;FDP;4;1;3987;2,042971;13271;7,395004;-69,957049;-5,352033;;Die Linke
BT;23.02.2025;Wahlkreis;152;Leipzig II;LAND;14;Partei;FDP;4;2;6129;3,139374;17439;9,697115;-64,854636;-6,557741;;Die Linke
BT;23.02.2025;Wahlkreis;152;Leipzig II;LAND;14;Partei;Die Linke;5;1;71809;36,795503;40938;22,811896;75,409155;13,983607;;Die Linke
BT;23.02.2025;Wahlkreis;152;Leipzig II;LAND;14;Partei;Die Linke;5;2;46692;23,916406;26472;14,719996;76,382593;9,19641;;Die Linke
BT;23.02.2025;Wahlkreis;152;Leipzig II;LAND;14;Partei;GRÜNE;6;1;19954;10,224588;32995;18,385815;-39,52417;-8,161227;;Die Linke
BT;23.02.2025;Wahlkreis;152;Leipzig II;LAND;14;Partei;GRÜNE;6;2;31717;16,245966;38264;21,277045;-17,110077;-5,031079;;Die Linke
BT;23.02.2025;Wahlkreis;152;Leipzig II;LAND;14;Partei;FREIE WÄHLER;7;1;2005;1,027378;2591;1,443784;-22,61675;-0,416406;;Die Linke
BT;23.02.2025;Wahlkreis;152;Leipzig II;LAND;14;Partei;FREIE WÄHLER;7;2;1482;0,759105;2188;1,216657;-32,26691;-0,457553;;Die Linke
BT;23.02.2025;Wahlkreis;152;Leipzig II;LAND;14;Partei;Tierschutzpartei;8;1;;;;;;;;Die Linke
BT;23.02.2025;Wahlkreis;152;Leipzig II;LAND;14;Partei;Tierschutzpartei;8;2;1989;1,018798;3489;1,94009;-42,992261;-0,921292;;Die Linke
BT;23.02.2025;Wahlkreis;152;Leipzig II;LAND;14;Partei;Die PARTEI;9;1;2059;1,055048;4374;2,437326;-52,926383;-1,382278;;Die Linke
BT;23.02.2025;Wahlkreis;152;Leipzig II;LAND;14;Partei;Die PARTEI;9;2;1465;0,750397;3307;1,838887;-55,70003;-1,08849;;Die Linke
BT;23.02.2025;Wahlkreis;152;Leipzig II;LAND;14;Partei;PIRATEN;10;1;;;923;0,514324;;-0,514324;;Die Linke
BT;23.02.2025;Wahlkreis;152;Leipzig II;LAND;14;Partei;PIRATEN;10;2;296;0,151616;881;0,489888;-66,401816;-0,338272;;Die Linke
BT;23.02.2025;Wahlkreis;152;Leipzig II;LAND;14;Partei;Volt;11;1;;;;;;;;Die Linke
BT;23.02.2025;Wahlkreis;152;Leipzig II;LAND;14;Partei;Volt;11;2;1847;0,946064;717;0,398694;157,601116;0,547369;;Die Linke
BT;23.02.2025;Wahlkreis;152;Leipzig II;LAND;14;Partei;PdH;12;1;407;0,20855;573;0,319293;-28,970332;-0,110743;;Die Linke
BT;23.02.2025;Wahlkreis;152;Leipzig II;LAND;14;Partei;PdH;12;2;255;0,130615;402;0,223536;-36,567164;-0,092921;;Die Linke
BT;23.02.2025;Wahlkreis;152;Leipzig II;LAND;14;Partei;MLPD;13;1;;;273;0,152124;;-0,152124;;Die Linke
BT;23.02.2025;Wahlkreis;152;Leipzig II;LAND;14;Partei;MLPD;13;2;96;0,049173;197;0,109544;-51,269036;-0,060371;;Die Linke
BT;23.02.2025;Wahlkreis;152;Leipzig II;LAND;14;Partei;BÜNDNIS DEUTSCHLAND;14;1;394;0,201889;;;;;;Die Linke
BT;23.02.2025;Wahlkreis;152;Leipzig II;LAND;14;Partei;BÜNDNIS DEUTSCHLAND;14;2;337;0,172617;;;;;;Die Linke
BT;23.02.2025;Wahlkreis;152;Leipzig II;LAND;14;Partei;BSW;15;1;10113;5,181982;;;;;;Die Linke
BT;23.02.2025;Wahlkreis;152;Leipzig II;LAND;14;Partei;BSW;15;2;13819;7,078318;;;;;;Die Linke
BT;23.02.2025;Wahlkreis;152;Leipzig II;LAND;14;Partei;dieBasis;16;1;;;2786;1,552444;;-1,552444;;Die Linke
BT;23.02.2025;Wahlkreis;152;Leipzig II;LAND;14;Partei;dieBasis;16;2;;;2564;1,425736;;-1,425736;;Die Linke
BT;23.02.2025;Wahlkreis;152;Leipzig II;LAND;14;Partei;Bündnis C;17;1;;;;;;;;Die Linke
BT;23.02.2025;Wahlkreis;152;Leipzig II;LAND;14;Partei;Bündnis C;17;2;;;192;0,106763;;-0,106763;;Die Linke
BT;23.02.2025;Wahlkreis;152;Leipzig II;LAND;14;Partei;Team Todenhöfer;18;1;;;;;;;;Die Linke
BT;23.02.2025;Wahlkreis;152;Leipzig II;LAND;14;Partei;Team Todenhöfer;18;2;;;589;0,327519;;-0,327519;;Die Linke
BT;23.02.2025;Wahlkreis;152;Leipzig II;LAND;14;Partei;ÖDP;19;1;;;635;0,353841;;-0,353841;;Die Linke
BT;23.02.2025;Wahlkreis;152;Leipzig II;LAND;14;Partei;ÖDP;19;2;;;383;0,212971;;-0,212971;;Die Linke
BT;23.02.2025;Wahlkreis;152;Leipzig II;LAND;14;Partei;Verjüngungsforschung;20;1;;;;;;;;Die Linke
BT;23.02.2025;Wahlkreis;152;Leipzig II;LAND;14;Partei;Verjüngungsforschung;20;2;;;438;0,243554;;-0,243554;;Die Linke
BT;23.02.2025;Wahlkreis;152;Leipzig II;LAND;14;System-Gruppe;Übrige;1000;1;;;164;0,091386;;-0,091386;;Die Linke
BT;23.02.2025;Wahlkreis;152;Leipzig II;LAND;14;System-Gruppe;Übrige;1000;2;;;907;0,504346;;-0,504346;;Die Linke
BT;23.02.2025;Wahlkreis;153;Leipzig-Land;LAND;14;System-Gruppe;Wahlberechtigte;-4;;210913;;212853;;-0,911427;;;AfD
BT;23.02.2025;Wahlkreis;153;Leipzig-Land;LAND;14;System-Gruppe;Wählende;-3;;172195;81,642668;162283;76,241819;6,107849;5,400848;;AfD
BT;23.02.2025;Wahlkreis;153;Leipzig-Land;LAND;14;System-Gruppe;Ungültige;-2;1;1237;0,718372;2042;1,258296;-39,422135;-0,539924;;AfD
BT;23.02.2025;Wahlkreis;153;Leipzig-Land;LAND;14;System-Gruppe;Ungültige;-2;2;1078;0,626034;1836;1,131357;-41,285403;-0,505323;;AfD
BT;23.02.2025;Wahlkreis;153;Leipzig-Land;LAND;14;System-Gruppe;Gültige;-1;1;170958;99,281628;160241;98,741704;6,688051;0,539924;;AfD
BT;23.02.2025;Wahlkreis;153;Leipzig-Land;LAND;14;System-Gruppe;Gültige;-1;2;171117;99,373966;160447;98,868643;6,650171;0,505323;;AfD
BT;23.02.2025;Wahlkreis;153;Leipzig-Land;LAND;14;Partei;AfD;1;1;65284;38,187157;39348;24,555513;65,914405;13,631644;;AfD
BT;23.02.2025;Wahlkreis;153;Leipzig-Land;LAND;14;Partei;AfD;1;2;65839;38,476013;38458;23,969286;71,19715;14,506728;;AfD
BT;23.02.2025;Wahlkreis;153;Leipzig-Land;LAND;14;Partei;SPD;2;1;18681;10,927245;31989;19,963056;-41,601801;-9,03581;;AfD
BT;23.02.2025;Wahlkreis;153;Leipzig-Land;LAND;14;Partei;SPD;2;2;15100;8,824372;34104;21,255617;-55,723669;-12,431245;;AfD
BT;23.02.2025;Wahlkreis;153;Leipzig-Land;LAND;14;Partei;CDU;3;1;42038;24,589665;39066;24,379528;7,607638;0,210137;;AfD
BT;23.02.2025;Wahlkreis;153;Leipzig-Land;LAND;14;Partei;CDU;3;2;38097;22,263714;32711;20,387418;16,465409;1,876297;;AfD
BT;23.02.2025;Wahlkreis;153;Leipzig-Land;LAND;14;Partei;FDP;4;1;4392;2,569052;15698;9,796494;-72,021914;-7,227442;;AfD
BT;23.02.2025;Wahlkreis;153;Leipzig-Land;LAND;14;Partei;FDP;4;2;5850;3,418714;18322;11,419347;-68,071171;-8,000634;;AfD
BT;23.02.2025;Wahlkreis;153;Leipzig-Land;LAND;14;Partei;Die Linke;5;1;14925;8,730214;12672;7,908088;17,779356;0,822126;;AfD
BT;23.02.2025;Wahlkreis;153;Leipzig-Land;LAND;14;Partei;Die Linke;5;2;14985;8,757166;12362;7,704725;21,218249;1,052441;;AfD
BT;23.02.2025;Wahlkreis;153;Leipzig-Land;LAND;14;Partei;GRÜNE;6;1;6048;3,537711;8056;5,027427;-24,925521;-1,489716;;AfD
BT;23.02.2025;Wahlkreis;153;Leipzig-Land;LAND;14;Partei;GRÜNE;6;2;7869;4,598608;9381;5,846791;-16,117685;-1,248183;;AfD
BT;23.02.2025;Wahlkreis;153;Leipzig-Land;LAND;14;Partei;FREIE WÄHLER;7;1;8205;4,799424;6081;3,794909;34,928466;1,004516;;AfD
BT;23.02.2025;Wahlkreis;153;Leipzig-Land;LAND;14;Partei;FREIE WÄHLER;7;2;4369;2,553224;3973;2,476207;9,967279;0,077017;;AfD
BT;23.02.2025;Wahlkreis;153;Leipzig-Land;LAND;14;Partei;Tierschutzpartei;8;1;;;;;;;;AfD
BT;23.02.2025;Wahlkreis;153;Leipzig-Land;LAND;14;Partei;Tierschutzpartei;8;2;1970;1,151259;3099;1,931479;-36,431107;-0,78022;;AfD
BT;23.02.2025;Wahlkreis;153;Leipzig-Land;LAND;14;Partei;Die PARTEI;9;1;;;3187;1,988879;;-1,988879;;AfD
BT;23.02.2025;Wahlkreis;153;Leipzig-Land;LAND;14;Partei;Die PARTEI;9;2;714;0,417258;1743;1,08634;-59,036145;-0,669082;;AfD
BT;23.02.2025;Wahlkreis;153;Leipzig-Land;LAND;14;Partei;PIRATEN;10;1;;;;;;;;AfD
